id,job_title,location,salary_currency,career_level,experience_level,education_level,employment_type,job_function,job_benefits,company_process_time,company_size,company_industry,job_description,salary,pengalamanKerja,rata2Gaji,mapped_region,UMR
11956,Guru Olah Raga,Jakarta Selatan,IDR,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,2 tahun,Sarjana (S1),Penuh Waktu,"Pendidikan/Pelatihan,Pendidikan","Waktu regular, Senin - Jumat;Formil (contoh: Kemeja + Dasi);BPJS kESEHATAN , BPJS KETENAGAKERJAAN & JAMINAN PENSIUN",30 days,201 - 500 pekerja,Pendidikan,"PersyaratanLulusan S-1 Pendidikan Olah RagaMaksimal berusia 35 tahunMemiliki kemampuan bahasa Inggris yang baik (minimal TOIEC 500)Mampu bekerjasama dalam tim5. Memahami tugas pokok sebagai guruTidak merokokMempunyai keahlian lainnya (Ms. Office, Design, Video Editor, Canva, dll)Tanggung jawabnyaMengajar dan mendidik para peserta didikMemandu siswa dalam memecahkan permasalahan dalam materi pembelajaranMembuat rancangan pembelajaran sesuai dengan kurikulum yang berlakuMengevaluasi pemb lajaran peserta didikMenjadi figur teladan bagi para siswa secara etika, prilaku, berpakaian hingga bertutur kata6. Mengajar sesuai dengan visi dan misi yayasan",4250000.0,2,5700000.0,DKI JAKARTA,5396760.0
11958,CAPTAIN SERVICE / WAITER INTERN,Aceh,IDR,Supervisor/Koordinator,1 tahun,Sarjana (S1),Penuh Waktu,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",,,1- 50 pekerja,Makanan & Minuman/Katering/Restoran,"Tourism bachelor /equivalentMagang di perbolehkan melamarPosisi waiter juga tersediaMinimum 1 year experience in same positionPossess bartending skill non alcohol, alcohol & coffeeHaving leadership skill & good communicationAble to work under pressureGood attitude & appearanceWork place in Medan and must attend online also offline interview",4750000.0,1,5700000.0,Unknown,5396760.0
11959,IT Sysadmin - System Administrator,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",,,,Manajemen/Konsulting HR,"MAMPU BEKERJA KERASMAMPU BELAJAR TIDAK GAPTEKDISIPLINSIAP BEKERJA DI DUNIA HIBURANLEBIH AKTIF DI JAM SORE KE ARAH MALAMPUNYA KENDARAAN RODA 2TIDAK ALASAN BUSWAYRequirementsMinimal Pendidikan S1 Jurusan Ilmu Komputer atau setara.Minimal Pengalaman 1 tahun sebagai System Administrator.Menguasai sistem jaringan komputer (IP Address, Subneting, Konfigurasi Jaringan dan Troubleshooting).Menguasai Router Mikrotik (DNS, Gateway, NAT, Routing, Firewall dan Troubleshooting).Menguasai Linux Server (Instalasi, Package Management, Firewall dan Troubleshooting).Menguasai konfigurasi web server linux (LAMP, LEPP, Nginx as Web Proxy).Menguasai konfigurasi High Avaibility server (Failover dan Load Balancer).Menguasai konfigurasi Mail ServerMenguasai konfigurasi / tuning database (MySql dan PostgreSql).Menguasai konfigurasi Master Slave Replication dan Master Master Replication database (MySql, PostgreSql dan MongoDB).Menguasai Server Virtualization (VMware, Hyper-V, Proxmox dan Virtualizor).Menguasai konfigurasi Server Monitoring (Nagios, Icinga, Zabbix, dll) Meguasai ELK Stack merupakan nilai tambah.Menguasai konfigurasi CI/CD (Continuous Integration / Continuous Development)ResponsibilitiesMembuat Virtual Machine sesuai dengan spesifikasi yang diperlukan.Mengatur Resources server dengan optimal.Melakukan optimasi server secara berkala.Monitoring semua server yang digunakan.Melakukan konfigurasi dan Memastikan CI/CD berjalan dengan baik.Melakukan konfigurasi Web server sesuai dengan kebutuhan aplikasi.Membuat dan mengatur Mail Server sesuai kebutuhan.Mempelajari tools / sofware / sistem baru yang berguna untuk meningkatkan stabilitas sistem yang sedang berjalan.Membuat Dokumentasi dengan lengkap dan detail.",8250000.0,1,5700000.0,DKI JAKARTA,5396760.0
11963,Account Payable Supervisor,Jakarta Raya,IDR,Supervisor/Koordinator,4 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan","Asuransi kesehatan;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos)",24 days,2001 - 5000 pekerja,Retail/Merchandise,Checked and review PI and PV – JournalSupport for tracking managementSupport for automation reportReconciliation bankRecon outstanding advance with supplier importirRequirements :Maximum 33 years oldMinimum Bachelor Degree Finance / AccountingMinimum has 4 years of working experience in related fieldGood in Excel and Familiar with accounting journalGood communication skill & analytical thinking,9000000.0,4,5700000.0,DKI JAKARTA,5396760.0
11969,Accounting Mandarin(中文财务）,Jakarta Barat,IDR,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,1 tahun,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Akuntansi / Keuangan,Audit & Pajak","Tip;Asuransi kesehatan;Waktu regular, Senin - Jumat;Formil (contoh: Kemeja + Dasi)",3 days,1- 50 pekerja,Konsultasi (Bisnis & Manajemen),"Kualifikasi:Usia 22-45 Tahun年纪要求22-45岁之间Lancar berbahasa Mandarin lisan dan tulisan中文流利，会看会读中文更好Pendidikan SMK/D3/S1 Akuntansi lulusan indonesia atau di persilahkan untuk lulusan dari Beijing, Taiwan, Singapore, Maccau, Hongkong.中专毕业主修会计，或者从北京，台湾，新加坡，澳门，香港的留学生更好。Berpengalaman minimal 1 tahun kerja工作經驗最少一年Memiliki Sertifikat Brevet A&B持有會計證書 A/BMemahami Pph 15, Pph 21, Pph 23, Pph 24, Pph 25, Pph pasal 4 Ayat (2) Serta E-faktur會做PPH15，21，23，24，25，Menguasai Microsoft Office terutama Excel dan sangat baik可以很好的使用辦公自動化軟件比如EXCEL 和 wordMembuat spreadsheet 会EXCEL WORD PPTMampu mengoperasikan atau memiliki pengetahuan sistem informasi akuntansi会使用会计软件和财务软件Mempunyai kemampuan untuk menganalisa data可以做進出貨物清單Bekerja dengan Teliti dan Detail.Dapat bekerja individu dan dalam timMampu berkomunikasi dengan baik, lisan dan tulisan.Memiliki sertifikat Vaksin min Dosis ke-2持有一针疫苗证书Jujur, bertanggung jawab Dalam bekerja老实，努力，有责任心1. Menyiapkan bukti transaksi pendukung laporan keuangan untuk memastikan bahwa seluruh laporan telah disusun dengan akurat dan tepat waktu.2. Menjurnal transaksi keuangan perusahaan ke sistem Akuntansi3. Menyusun dan membuat laporan keuangan perusahaan (Bulanan maupun Tahunan)4. Melakukan pengecekan dan dokumentasi laporan SPT Masa meliputi PPN, PPh pasal 21/26, PPh pasal 23/26, PPh pasal 25/29 dan PPh pasal 4 ayat 2.5. Mengisi dokumen-dokumen yang berhubungan dengan akuntansi dan pajak6. Memastikan kelengkapan dokumen transaksi keuangan lengkap dan benar7. Membuat dan memastikan laporan pajak disajikan dengan akurat, detail, teliti dan tepat waktu sesuai target.8. Memastikan kepatuhan perpajakan berjalan sesuai dengan UU perpajakan meliputi keterkaitan pihak internal perusahaan dan eksternal perusahaan.Deskripsi Pekerjaan :工作要求Dapat menjelaskan laporan bulanan atau laporan Akhir tahun ke atasan Menggunakan Bahasa Mandarin.Memastikan dokumen yang berhubungan dengan transaksi keuangan lengkap dan benarInput data yang berhubungan dengan jurnal akuntansi pada sistem keuangan (pembukuan)Membuat posting jurnalMembuat laporan keuanganMelakukan pengaturan administrasi keuangan perusahaan. Menyusun dan membuat laporan keuangan perusahaan dan laporan perpajakan perusahaanMenyusun rencana anggaran perusahaanMenyusun dan membuat anggaran belanja atau pengeluaran perusahaan secara periodik (bulanan dan tahunan)Keterangan Jobdesk yang harus di Amati !!!!Memastikan laporan keuangan dan laporan manajemen yang dibuat oleh Unit-unit maupun region disajikan sesuai dengan PSAK yang berlaku, akurat, relevan serta tepat waktuMelakukan pengawasan terhadap : -. Payment Voucher apakah sudah sesuai dengan ketentuan yang berlaku -, Stock taking apakah dijalankan sesuai yang ditentukan, dimana untuk Company Farm, dilakukan di akhir bulan & akhir siklus, Untuk Mitra dilakukan per 3 bulan atau secara mendadak -, Monitoring Critical Account yang dapat mengarah terjadinya kesalahan dan PenyimpanganMemonitoring dan melakukan pengawasan terhadap piutang bakul, dengan jalanMemastikan bakul-bakul yang memiliki limit kredit, pengawasan proses pembuatan DO, melakukan rekonsiliasi piutang serta indikasi adanya penyimpangan-penyimpangan DOMenyelenggarakan akuntansi dan pengawasan atas penyelenggaraan akuntansi di unit-unit dan region guna menghasilkan laporan keuangan dan laporan manajemen yang akurat, relevan serta tepat waktuMelakukan pengawasan dan melaksanakan pengendalian internal terhadap implementasi peraturan perusahaan dan asset perusahaan sehingga penyimpangan dan penyelewengan dapat diantisipasi dengan baikMemberikan masukan-masukan ke Kepala Region dalam proses pengambilan keputusan, hal ini bisa dengan memberikan data laporan keuangan, laporan manajemen serta data-data jika adanya indikasi penyimpangan baik materiil maupun inmateriil.Mengkoordinator proses penyusunan budget tahunan dan berperan aktif dalam melakukan pengawasan atas proses realisasi budget-budget tersebut.Memonitoring dan melakukan pengawasan atas dokumen-dokumen jaminan plasma dan bakul, jika dipandang perlu. Lakukan pengecekan setiap 1 tahun sekali.Berperan aktif dalam upaya pengembangan SDM di dept. F&A di Regionnya.Konstruksi/Bangunan/TeknikSpesialisasiKeuangan - Umum/Akuntansi PembiayaanBidang PekerjaanAkuntansi & Laporan KeuanganTingkat JabatanSupervisor/KoordinatorJob's Description :• Account Payable, process payment for vendor Journal• Preparing monthly purchase and payment report• Preparing stock for costing• Check issued voucherAs Finance & Accounting Spv, my primary job, - Responsible payment & incomes Bank & Cash- Handling Budget Yearly for based requesting monthly expenses- Acc Payable, Acc Receivable & checking completing document support- Handling daily transaction for financial report- Handling payment & document shipment- Report monthly tax (PPh 21, PPh 23, PPh 15, PPh psl 4 ayat 2)- Report to Finance & Acc HO From- Handling Finance/Purchasing, Payroll, Jamsostek- Handling payment & document shipment- Handling permittion TKA ( Disnaker, Imigration, Police)- Handling Monthly income tax report, Yearly income tax report, Value Added Tax report- Handling Financial Report-Report to Director. As accounting staff, my primary job, Handling Patty cash, finance/purchasing, Payroll, Jamsostek, Acc Payable, Acc Receivable- Handling Monthly income tax report, Yearly income tax report, Value Added Tax report- Handling Financial Report- Report to Director.Preparing monthly financial statements. Preparing & controlling tax planning. Setting up & controlling budget / cash flow Evaluating financial performance with the management.Benefit :Bisa nego gaji sesuai skill dan kemampuan yang di milikiMess dan makan GRATISSBPJS, THR, BONUS IMLEK ,UANG KERAJINANWaktu interview Senin-SABTU pagi jam 8 - sore jam 5Instagram : Seattleintermediary16WEBSITE: XIYATU.ID领英 linkedin.com/in/小雪-陈-08b51a204WA:081311720536 (Xiao Lian)",10000000.0,1,5700000.0,DKI JAKARTA,5396760.0
11977,Senior Software Engineer,Jakarta Utara,IDR,Pegawai (non-manajemen & non-supervisor),7 tahun,Sarjana (S1),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak","Asuransi kesehatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)",4 days,1- 50 pekerja,Komputer/Teknik Informatika (Perangkat Lunak),"A bit about usWe are a growing team that bases on Sunter – North Jakarta. Our target and existing clients are from local and international (AU and US) and currently focus on developing website/web application for our client using .NET technologies. We are looking for people with certain capabilities below to join our team.The role We value uniqueness and character and are looking for talented Software Engineers to embark on a journey with us to build a world class platform for our customers.Current technology stackC#, ASP.NET MVC, React, Angular.NET CoreNUnit, Selenium, JUnitGithub, TeamCity, Octopus DeployKubernetes, DockerSQL ServerAmazon Web Services (AWS)About you7+ years of demonstrated software development experience (ideally for the web and using an object-oriented programming language)Solid understanding of client-side technologies (JavaScript, Css) and frameworks like AngularJs, Bootstrap etc.You have a good grasp of web based protocols, design patterns and architecturesPassionate about writing good quality code that is robust and easy to readYou have experience developing high performance, secure web applicationsYou have commercial experience working in a SCRUM team and are familiar with Agile methodologies and ritualsSolid understanding of software delivery processes and tools (i.e. distributed version control systems, CI/CD)Functional understanding of cloud services (AWS)You recognize the importance of Unit Testing and see it as an integral part of your day-to-day development.Solid understanding of relational databases and ORMs (SQL Server and Entity Framework)You proactively seek knowledge about new tools and technologies to find better solutions to technical problemsWhat am I accountable to deliver? Write good quality code that is robust and easy to read (including unit tests)Participate in SCRUM rituals and collaborate with the team to deliver user stories.Participate in code reviews, providing constructive feedback to other team members.Participation in the full software delivery process from writing the code to putting it in the hands of customers.Participate in technical discussions and provide creative solutions to complex problemsHow will I be measured?Feedback from other team members and business stakeholdersThe degree to which you utilize the resources available to you to learn about emerging technologies and frameworksContribution to the overall team deliveryWho do I need to work with?Core development teamOnshore/offshore teamsInternal business stakeholdersWhat more do I get?Private Health Insurance for you, your spouse and max. 2 kids.Work and life balance.Experience in western working culture - since we will be working very closely with our client offshore.",25000000.0,7,5700000.0,DKI JAKARTA,5396760.0
11981,SEO / Digital Marketing Specialist,Bogor,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Tidak terspesifikasi,Penuh Waktu,"Penjualan / Pemasaran,Digital Marketing","Tip;Asuransi kesehatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)",27 days,1- 50 pekerja,Manufaktur/Produksi,"Deskripsi Pekerjaan:Berurusan dengan klien serta distributor di dalam atau di luar perusahaan untuk menghasilkan solusi dan rencana agar bisa diterapkan dalam perusahaan.Menemui klien Menjaga hubungan, Membangun kepercayaan, & Menganalisis peluang untuk pasar kami.Mengembangkan strategi pemasaran untuk mendorong pertumbuhan bisnis menggunakan pendekatan berbasis data.Menjalankan strategi pemasaran dan Mengoptimalkan strategi pemasaran untuk mendapatkan ROI.Berkoordinasi dengan tim tentang pelaksanaan upaya pemasaran untuk pertumbuhan bisnisSaling membantu dan berkolaborasi dengan tim manajemen maupun tim produksi agar terrealisasikannya kebutuhan infrastruktur/alat/dukungan untuk pemasaranMengidentifikasi factor-faktor utama untuk meningkatkan tingkat prospek pelanggan saat ini dan mempertahankan pelanggan.Mengukur dampak, kinerja dan mengekstrak wawasan dari hasil meeting agar bisa digunakan sebagai pembelajaran untuk proyek berikutnya.Membantu strategi & eksekusi pemasaran digital di berbagai platform media (contoh: Google, Facebook, Twitter, Youtube, dll)Membuat laporan mingguan dari Campaign media yang sudah adaMengoptimalkan & menganalisis kampanye pemasaran digital dan memberikan ide baru untuk meningkatkan kinerja kampanye.Persyaratan:Pengalaman minimal 3 tahun di bidang Pemasaran, E-commerce, Industri Kecantikan atau bidang terkait lainnya.Gelar Sarjana Komunikasi / Komunikasi Pemasaran (but we are very open to any major).Pemahaman dalam mengenai pemasaran (termasuk tata cara kerja di dalam aplikasi & website).Memiliki pengetahuan dasar tentang SEO, Tech-savvy dan memiliki pemahaman yang baik tentang digital/data analyticsBerpengalaman dalam bidang Periklanan akan menjadi nilai tambahBersedia bekerja di Area SentulFasih Berbahasa Inggris Lisan dan Tulisan (if you speak Korean it would be another plus one)Mahir dalam Pengelola Iklan, Media Sosial & Dashboard Google AdsTerorganisir, rajin, detail oriented, mampu bekerja dalam tim tetapi bisa bertindak sebagai individu.Memiliki keterampilan komunikasi verbal dan tertulis yang terbukti baik.",4750000.0,2,5700000.0,JAWA BARAT,2191232.0
11989,Estimator interior dan sipil,Jakarta Barat,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,Sarjana (S1),Penuh Waktu,"Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan",Kasual (contoh: Kaos),2 days,1- 50 pekerja,Pelayanan Arsitek/Desain Interior,"Kandidat berpendidikan minimal S1 dari jurusan tehnik sipl,, arsitektur atau interior disainBerpengalaman menangani berbagai hitungan proyek retail toko, restoran, kafe dan office di berbagai shopping mal dan gedung perkantoran.Skill yang diperlukan: pengetahuan tehnik sipil, pengetahuan konstruksi furniture, pengetahuan material interior, relasi dengan para supplier bahan interior dan sipilbersedia bekerja keras dan target oriented, sering lembur, tekun dan teliti menghitung, biasa bekerja di bawah tekanan, dan terbiasa dengan teamwork",5500000.0,3,5700000.0,DKI JAKARTA,5396760.0
11995,Senior Financial Advisor (Bancassurance) - AREA BALIKPAPAN,Lampung,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan","Tip;Asuransi kesehatan;Waktu regular, Senin - Jumat;Formil (contoh: Kemeja + Dasi)",27 days,501 - 1000 pekerja,Perbankan/Pelayanan Keuangan,"KUALIFIKASIPendidikan minimal D3 dari semua jurusanMemiliki teknik komunikasi yang baikTertarik dalam bidang Perbankan dan AsuransiMemiliki pengalaman kerja (minimal 2 tahun pada bidang Sales Asuransi / bancassurance specialist, disertai surat keterangan kerja.Bersedia ditempatkan diseluruh wilayah cabang Bank Mandiri area BalikpapanFASILITASNew FA Fundamental TrainingTunjangan selama mengikuti pelatihanInsentif BulananKomisi yang menjanjikan dan tidak terbatasBonus KemitraanTunjangan KesehatanBPJS KetenagakerjaanKepemilikan tablet untuk FA (50%)Management Development Program untuk FA > 1 tahun yang memenuhi syarat perusahaanDESKRIPSI PEKERJAAN Financial Advisor (FA) adalah perencana keuangan nasabah. Financial Advisor memiliki peran penting sebagai ujung tombak perusahaan yang mencakup layanan sales dan service. Sales dimana Financial Advisor bertugas untuk merencanakan, dan memasarkan produk asuransi sesuai dengan kebutuhan nasabah sedangkan Service dimana FA juga berperan dalam pelayanan klaim ataupun komplain asuransi dari nasabah AXA Mandiri. Financial Advisor (FA) nantinya akan ditempatkan di cabang Bank Mandiri.",4500000.0,2,5700000.0,Unknown,5396760.0
11999,Network Engineer,Jakarta Selatan,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Tidak terspesifikasi,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",Asuransi kesehatan;Pinjaman;Parkir;company uniform,28 days,1- 50 pekerja,Telekomunikasi,"Job Description:- Provide network, server and system operation support, issue isolation, and troubleshooting for incidents- Responsible for the maintenance of Windows and Linux servers for backend services- Responsible for handling corporate network and responsible for cloud infrastructureRequirements:- Bachelor degree majoring in Computer Science/Computer Engineering/Informatics- Minimum 1-2 years of relevant experience- Have good knowledge and understanding of Linux Operating System- Experienced at configure network devices Switching/Routing, Firewall and Security- Familiar with Web Server/Hosting and Mail Server- Good knowledge in TCP/IP, Subnetting, VLAN, Sub-interface- Has valid Cisco CCNA or other network/security certification id prefered- Deep understanding of OSI Layer model- Available in outside working hours (if needed)",6000000.0,1,7625000.0,DKI JAKARTA,5396760.0
12008,Senior Architect / Interior Designer,Semarang,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,Sarjana (S1),Penuh Waktu,"Bangunan/Konstruksi,Arsitek/Desain Interior","Tip;Asuransi kesehatan;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos)",,1- 50 pekerja,Pelayanan Arsitek/Desain Interior,"Required language (s) Bahasa and EnglishAt least 2-3 years of working experience in the related field required for this positionRequired Skill (s) : Sketchup/ 3Ds Max, Autocad, Coreldraw, Photoshop and VRayPreferably Staff (non-management & non-supervisor) Specialized in Architecture and Interior Design or equivalent.",5250000.0,3,5700000.0,JAWA TENGAH,2169348.0
12016,Site Manager,Surabaya,IDR,Supervisor/Koordinator,3 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan",Asuransi kesehatan;Pinjaman;Kasual (contoh: Kaos);Senin - Jumat,28 days,1- 50 pekerja,Konstruksi/Bangunan/Teknik,"Deskripsi PekerjaanTugas dan Tanggung Jawab:Mengawasi dan menkoordinir seluruh aktivitas yang berhubungan dengan operasional lapangan pembangunan proyekMembuat laporan rencana kerja mingguan, progress lapangan harian dan laporan bulanan proyekMenjaga dan memastikan bahwa pekerjaan dan kegiatan operasional proyek berjalan dengan baik sehingga pelaksanaan sesuai gambar kerja, schedule rencana dan hasil pekerjaan sesuai dengan standard mutu. Mengelola seluruh aspek operasional lapangan baik itu tenaga kerja, material dan alatMemeriksa opname dan membuat ceklist hasil pekerjaan mandor ataupun subcon Membina kerjasama dan komunikasi yang baik dengan pihak owner, pengawas ataupun manajemen konstruksiPersyaratan:Maksimal 35 tahunPendidikan minimal S1 Teknik Sipil / Arsitektur dan pengalaman minimal 5 tahun di posisi yang samaMemahami gambar proyekMenguasai manajemen konstruksi (Budgeting, Scheduling, Quality Control dan Supervisi) Mampu mengoperasikan Autocad, Ms Word, Excel, Outlook, InternetMemiliki kemampuan analisis dan problem solvingKomunikatif dan mampu bekerja dalam timBertanggung jawab, jujur dan mampu bekerja sesuai targetBersedia ditempatkan diluar pulau",6000000.0,3,5700000.0,JAWA TIMUR,2305984.0
12017,Content Writer Specialist,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),Penuh Waktu,"Seni/Media/Komunikasi,Periklanan","Asuransi kesehatan;Parkir;Waktu regular, Senin - Jumat;Formal",22 days,51 - 200 pekerja,Konsultasi (Bisnis & Manajemen),"Roles and responsibilityResearch and develop contents that resonates with Business CommunitiesSocial Media Management (Experience with LinkedIn is a huge plus)Email CampaignsCopywriting for Online Ads and Traditional Formats (e.g.: Brochures)Report on the performance of Content you have developedStrong written and oral communication in Bahasa Indonesia and EnglishSupport the content distribution and amplification plan to optimize reach and engagementStrong understanding of how content works in the context of a B2B company and Lead-GenerationsQualifications and Education Requirements Minimum of 1-year experience in Editorial or business writing in a B2B company in any sectorA Bachelor's Degree majoring in Journalism, Communications, Advertising or MediaExcellent command in English, written and oralHigh level of autonomy to develop work and contentA kick-starter who is able to structure your own learning journey in a marketing department that encourages cross-function/department exposure and learnGenuine interest in starting insightful conversations on Indonesia's business landscape and its general economic trendsPassionate in creativity and writingResults-driven and understand that content needs to contribute back to the Business in the form of inquiries and sales leadsClient-centricity is important to you - the company's Clients and their interests are at the heart of what you do on a daily basisBe adaptive to a fast-paced and 2-way, open feedback environmentOpen to challenge and often question the status quoPreferred SkillsExcellent written skill in EnglishResearch skillsSocial media knowledgeBasic SEO knowledge",7200000.0,1,5700000.0,DKI JAKARTA,5396760.0
12020,Asisten Lapangan,Medan,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,Tidak terspesifikasi,Penuh Waktu,"Sains,Pertanian",,30 days,,Lainnya,Perusahaan dan industri sawit di Sumatera Utara saat ini membutuhkan Kepala Administrasi dengan syarat :Pengalaman Min 3 tahunUsia max 35 tahunPendidikan Sarjana PertanianSurat lamaran lengkapReferensi kerjaSlip gaji terakhirDitempatkan di Sumatera Utara,6000000.0,3,5700000.0,SUMATERA UTARA,2992599.0
12021,Legal Compliance Supervisor,Jakarta Raya,IDR,Supervisor/Koordinator,5 tahun,Sarjana (S1),Penuh Waktu,"Pelayanan,Pengacara / Asisten Legal",,25 days,51 - 200 pekerja,Manajemen/Konsulting HR,"Job Responsibilities:Reinforce Legal activitySupervise legal activity, contract management, etc.Write, manage, and review legal documents, contracts, agreements, permits, term sheet, and all of the documents related to legal review.Identify risk, regularly analyze the actions and decisions of the company in order to identify problem areas, suggest alternative courses of action and mitigate risk as much as possible.Requirements:Minimum 27 years oldExperienced in Legal, compliance in Law, in Multinational Company (Preferable Japanese or American company)Fluent in English and able to handle english legal documentsMinimum Bachelor degree in LawExcellent written and verbal communication skills High attention to detailStrong negotiation skillAble to work as individual and in team",9500000.0,5,5700000.0,DKI JAKARTA,5396760.0
12026,QHSE Branch Officer,Jakarta Utara,IDR,Supervisor/Koordinator,2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",Penuh Waktu,"Teknik,Teknik Lingkungan","Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja);BPJS Ketenagakerjaan, BPJS Kesehatan, Parkir, Bonus Tahunan",29 days,501 - 1000 pekerja,Pertambangan,"Persyaratan:·        Usia, maksimal 35 tahun·        Pendidikan minimal D3·        Berpengalaman sebagai QHSE Officer minimal 2 tahun·        Memiliki sertifikasi pengelolaan IPAL (PPPA), atau B3 lebih diutamakan.·        Memiliki pengalaman dalam Kalibrasi Alat ukur dan Dokumen Kontrol.·        Memiliki Sertifikat SMKP dan POP lebih diutamakan.·        Memiliki sertifikasi Ahli K3 Umum dan Ahli K3 Pertambangan.·        Memahami UU Kesehatan dan Keselamatan Kerja.·        Bersedia ditempatkan diseluruh cabang ANINDYA·        Tegas, tanggungjawab, dapat diandalkanDeskripsi pekerjaan:·        Bertanggungjawab atas berlangsungnya kegiatan K3 di kantor/site agar berjalan dengan baik.·        Memonitor dan evaluasi kegiatan terkait lingkungan hidup (IPAL, TPS B3, Uji Lingkungan)·        Memahami resiko dan potensi bahaya yang terjadi di lingkungan kerja·        Bisa membuat dan memelihara dokumen terkait K3·        Mampu kerja sama dengan tim terkait·        Mampu berkomunikasi dengan pihak regulator.",8500000.0,2,5700000.0,DKI JAKARTA,5396760.0
12033,Alkes Sales Officer Malang,Malang,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",Asuransi kesehatan;Bisnis (contoh: Kemeja);Monday-Saturday,8 days,201 - 500 pekerja,Kesehatan/Medis,"Deskripsi Pekerjaan :Bertanggung jawab terhadap target yang diberikan.Melakukan channel distribusi : Hospital , Subdist dan Apotek Membuat plan dan laporan harian & bulan dan melaporkan kepada atasan untuk dievaluasi.Memberikan presentasi / detailing product ke customerMembuat database customer dan menjaga after-sales service demi kepuasan pelanggan.Kualifikasi:Kandidat berdomsili di MalangUsia maksimal 35 tahunCustomer OrientedPendidikan minimal D3 (diutamakan yang memiliki latar belakang pendidikan di bidang Kesehatan, Farmasi, Bidan, Keperawatan)Setidaknya memiliki 2 tahun pengalaman dalam bidang marketing Alat Kesehatan / FarmasiKemampuan yang harus dimiliki: Negosiasi, Presentasi, Penjualan, Komunikasi, Kerjasama teamMemiliki kendaraan pribadiMemiliki SIM A dan/atau SIM CMinimal sudah vaksin 1xMenguasai kemampuan Microsoft Office",3250000.0,2,5700000.0,JAWA TIMUR,2305984.0
