id,job_title,location,salary_currency,career_level,experience_level,education_level,employment_type,job_function,job_benefits,company_process_time,company_size,company_industry,job_description,salary,pengalamanKerja,rata2Gaji,mapped_region,UMR
18038,Accounting Mandarin(中文财务）,Jakarta Barat,IDR,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,1 tahun,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Akuntansi / Keuangan,Audit & Pajak","Tip;Asuransi kesehatan;Waktu regular, Senin - Jumat;Formil (contoh: Kemeja + Dasi)",3 days,1- 50 pekerja,Konsultasi (Bisnis & Manajemen),"Kualifikasi:Usia 22-45 Tahun年纪要求22-45岁之间Lancar berbahasa Mandarin lisan dan tulisan中文流利，会看会读中文更好Pendidikan SMK/D3/S1 Akuntansi lulusan indonesia atau di persilahkan untuk lulusan dari Beijing, Taiwan, Singapore, Maccau, Hongkong.中专毕业主修会计，或者从北京，台湾，新加坡，澳门，香港的留学生更好。Berpengalaman minimal 1 tahun kerja工作經驗最少一年Memiliki Sertifikat Brevet A&B持有會計證書 A/BMemahami Pph 15, Pph 21, Pph 23, Pph 24, Pph 25, Pph pasal 4 Ayat (2) Serta E-faktur會做PPH15，21，23，24，25，Menguasai Microsoft Office terutama Excel dan sangat baik可以很好的使用辦公自動化軟件比如EXCEL 和 wordMembuat spreadsheet 会EXCEL WORD PPTMampu mengoperasikan atau memiliki pengetahuan sistem informasi akuntansi会使用会计软件和财务软件Mempunyai kemampuan untuk menganalisa data可以做進出貨物清單Bekerja dengan Teliti dan Detail.Dapat bekerja individu dan dalam timMampu berkomunikasi dengan baik, lisan dan tulisan.Memiliki sertifikat Vaksin min Dosis ke-2持有一针疫苗证书Jujur, bertanggung jawab Dalam bekerja老实，努力，有责任心1. Menyiapkan bukti transaksi pendukung laporan keuangan untuk memastikan bahwa seluruh laporan telah disusun dengan akurat dan tepat waktu.2. Menjurnal transaksi keuangan perusahaan ke sistem Akuntansi3. Menyusun dan membuat laporan keuangan perusahaan (Bulanan maupun Tahunan)4. Melakukan pengecekan dan dokumentasi laporan SPT Masa meliputi PPN, PPh pasal 21/26, PPh pasal 23/26, PPh pasal 25/29 dan PPh pasal 4 ayat 2.5. Mengisi dokumen-dokumen yang berhubungan dengan akuntansi dan pajak6. Memastikan kelengkapan dokumen transaksi keuangan lengkap dan benar7. Membuat dan memastikan laporan pajak disajikan dengan akurat, detail, teliti dan tepat waktu sesuai target.8. Memastikan kepatuhan perpajakan berjalan sesuai dengan UU perpajakan meliputi keterkaitan pihak internal perusahaan dan eksternal perusahaan.Deskripsi Pekerjaan :工作要求Dapat menjelaskan laporan bulanan atau laporan Akhir tahun ke atasan Menggunakan Bahasa Mandarin.Memastikan dokumen yang berhubungan dengan transaksi keuangan lengkap dan benarInput data yang berhubungan dengan jurnal akuntansi pada sistem keuangan (pembukuan)Membuat posting jurnalMembuat laporan keuanganMelakukan pengaturan administrasi keuangan perusahaan. Menyusun dan membuat laporan keuangan perusahaan dan laporan perpajakan perusahaanMenyusun rencana anggaran perusahaanMenyusun dan membuat anggaran belanja atau pengeluaran perusahaan secara periodik (bulanan dan tahunan)Keterangan Jobdesk yang harus di Amati !!!!Memastikan laporan keuangan dan laporan manajemen yang dibuat oleh Unit-unit maupun region disajikan sesuai dengan PSAK yang berlaku, akurat, relevan serta tepat waktuMelakukan pengawasan terhadap : -. Payment Voucher apakah sudah sesuai dengan ketentuan yang berlaku -, Stock taking apakah dijalankan sesuai yang ditentukan, dimana untuk Company Farm, dilakukan di akhir bulan & akhir siklus, Untuk Mitra dilakukan per 3 bulan atau secara mendadak -, Monitoring Critical Account yang dapat mengarah terjadinya kesalahan dan PenyimpanganMemonitoring dan melakukan pengawasan terhadap piutang bakul, dengan jalanMemastikan bakul-bakul yang memiliki limit kredit, pengawasan proses pembuatan DO, melakukan rekonsiliasi piutang serta indikasi adanya penyimpangan-penyimpangan DOMenyelenggarakan akuntansi dan pengawasan atas penyelenggaraan akuntansi di unit-unit dan region guna menghasilkan laporan keuangan dan laporan manajemen yang akurat, relevan serta tepat waktuMelakukan pengawasan dan melaksanakan pengendalian internal terhadap implementasi peraturan perusahaan dan asset perusahaan sehingga penyimpangan dan penyelewengan dapat diantisipasi dengan baikMemberikan masukan-masukan ke Kepala Region dalam proses pengambilan keputusan, hal ini bisa dengan memberikan data laporan keuangan, laporan manajemen serta data-data jika adanya indikasi penyimpangan baik materiil maupun inmateriil.Mengkoordinator proses penyusunan budget tahunan dan berperan aktif dalam melakukan pengawasan atas proses realisasi budget-budget tersebut.Memonitoring dan melakukan pengawasan atas dokumen-dokumen jaminan plasma dan bakul, jika dipandang perlu. Lakukan pengecekan setiap 1 tahun sekali.Berperan aktif dalam upaya pengembangan SDM di dept. F&A di Regionnya.Konstruksi/Bangunan/TeknikSpesialisasiKeuangan - Umum/Akuntansi PembiayaanBidang PekerjaanAkuntansi & Laporan KeuanganTingkat JabatanSupervisor/KoordinatorJob's Description :• Account Payable, process payment for vendor Journal• Preparing monthly purchase and payment report• Preparing stock for costing• Check issued voucherAs Finance & Accounting Spv, my primary job, - Responsible payment & incomes Bank & Cash- Handling Budget Yearly for based requesting monthly expenses- Acc Payable, Acc Receivable & checking completing document support- Handling daily transaction for financial report- Handling payment & document shipment- Report monthly tax (PPh 21, PPh 23, PPh 15, PPh psl 4 ayat 2)- Report to Finance & Acc HO From- Handling Finance/Purchasing, Payroll, Jamsostek- Handling payment & document shipment- Handling permittion TKA ( Disnaker, Imigration, Police)- Handling Monthly income tax report, Yearly income tax report, Value Added Tax report- Handling Financial Report-Report to Director. As accounting staff, my primary job, Handling Patty cash, finance/purchasing, Payroll, Jamsostek, Acc Payable, Acc Receivable- Handling Monthly income tax report, Yearly income tax report, Value Added Tax report- Handling Financial Report- Report to Director.Preparing monthly financial statements. Preparing & controlling tax planning. Setting up & controlling budget / cash flow Evaluating financial performance with the management.Benefit :Bisa nego gaji sesuai skill dan kemampuan yang di milikiMess dan makan GRATISSBPJS, THR, BONUS IMLEK ,UANG KERAJINANWaktu interview Senin-SABTU pagi jam 8 - sore jam 5Instagram : Seattleintermediary16WEBSITE: XIYATU.ID领英 linkedin.com/in/小雪-陈-08b51a204WA:081311720536 (Xiao Lian)",10000000.0,1,5700000.0,DKI JAKARTA,5396760.0
18041,Programmer DotNet Penempatan Jakarta Utara / Karawang,Jakarta Utara,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Asuransi kesehatan;Bisnis (contoh: Kemeja);Ketenagakerjaan;Shift,20 days,51 - 200 pekerja,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)","Kandidat harus memiliki setidaknya Diploma di Teknik (Elektro), Teknik (Komputer/Telekomunikasi), Ilmu Komputer/Teknologi Informasi atau setara.Setidaknya memiliki 1 tahun pengalaman dalam bidang yang sesuai untuk posisi ini.Kemampuan yang harus dimiliki:Menguasai .NET/C#/java/PHP,Menguasai salah satu Framework LanguageMenguasai Database SQL/MySQL/Oracle Menguasai analisa bisnis secara mendalamMampu berkomunikasi dengan sangat baikMenguasai Proses Bisnis Industri dengan baik Tugas Utama :Melakukan Programming untuk berbagai Language PemrogramanMembuat Program sesuai rancangan Sistem AnalisMengintegrasikan antar AplikasiMembuat User Manual dari Sistem",10250000.0,1,5700000.0,DKI JAKARTA,5396760.0
18046,Assistant Manager Accounting & Tax,Jakarta Barat,IDR,Manajer/Asisten Manajer,5 tahun,Sarjana (S1),Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan","Asuransi kesehatan;Parkir;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)",18 days,51 - 200 pekerja,Elektrikal & Elektronik,"Responsibilities:·        Ensuring the availability of policies and procedures related to Accounting & Reporting operations that support the direction and business of the company·        Ensure that the implementation of business processes in the department is in accordance with applicable policies and procedures·        Coordinating and evaluating monthly / yearly closing reports for internal and external parties·        Manage and supervise the daily operations of the accounting & reporting department·        Establish and enforce appropriate accounting methods, policies and principles·        Ensure that financial reporting to both internal and external parties has been carried out precisely according to the predetermined schedule·        Reviewing new issues / regulations and ensuring that these regulations are in effect in the Company's reporting process·        Provide analysis of the Company's finances used (actual vs projected)·        Arrange development, coaching and mentoring programs for the subordinatesRequirements:·        Bachelor degree’s of Accounting or Tax·        At least 5 years of working experience in Accounting &Tax·        Good at taxation rules, financial cycles reporting, Brevet A-B-C Tax, Microsoft Office·        Computer Skills are required, particularly with Excel, Accounting System (Accurate)·        Placement in Meruya Utara (West Jakarta)",9250000.0,5,5700000.0,DKI JAKARTA,5396760.0
18049,Finance Accounting AP AR,Jakarta Utara,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",,,,Retail/Merchandise,"Perusahaan kami bergerak dibidang Pengadaan Barang dan Jasa Konstruksi di bidang IT, saat ini kami membuka lowongan di bidang Finance Accounting AP merangkap ARKualifikasi:Memiliki pengalaman minimal 2 tahunPendidikan minimal D3Menguasai Ms. Word dan Ms.ExcelMenguasai program AccurateMemiliki pengalaman di bidang pajak minimal 1 tahunMemiliki kemampuan untuk melakukan tugas-tugas pada desjripsi pekerjaanDeskripsi Pekerjaan:Input Transaksi ke dalam sistem pembukuan (Accurate)Membuat Jurnal Transaksi sehari-hariMelakukan Transaksi KeuanganMencari barang dan harga terbaikMembuat faktur PajakMelakukan dokumen dan submit tagihanMenyiapkan laporan keuanganMengatur cashflow keuangan perusahaanMenghitung kebutuhan operational (anggaran) untuk project",5250000.0,2,5700000.0,DKI JAKARTA,5396760.0
18058,Sales Executive,Surabaya,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma)",Kontrak,"Penjualan / Pemasaran,Penjualan Ritel","Tip;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)",,1- 50 pekerja,Kesehatan/Medis,"Requirements:Candidate must possess at least Diploma, Bachelor's Degree in any Field (Prefered Marketing/Farmasi/MIPA)Maximum age 35 years oldHaving minimum 2 years experiences in selling Medical DevicesHave knowledge about Hospital procurementRequired Skill (s): Marketing, Presentation, Sales, Product Knowledge, Target Oriented, Salesmenship/MarketingFluent in English is a plus (both oral & written)Responsibility:Create Demand and SalesApproach to UserDoing Promotion & Selling ProductAchive TargetPlacement : Bandung, Surabaya, Makassar & Medan",6750000.0,2,5425608.0,JAWA TIMUR,2305984.0
18060,Quality Control Staff,Sidoarjo,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Tidak terspesifikasi,Penuh Waktu,"Manufaktur,Penjaminan Kualitas / QA","Parkir;Bisnis (contoh: Kemeja);Kesehatan, Pinjaman;Mondays-Fridays",28 days,51 - 200 pekerja,Umum & Grosir,"Kualifikasi:Lulusan S1 semua jurusanIPK min 3.00 dari 4.00Berpengalaman di bidang yang sama lebih diutamakanMemiliki kemampuan analisa dan komunikasi yg baikMemiliki jiwa kepemimpinan yang kuatMampu bekerja di bawah tekananSiap perjalanan dinas dan bekerja secara mobileBisa mengoperasikan komputer, terutama MS Office.Penempatan: Sidoarjo",4687500.0,1,5700000.0,JAWA TIMUR,2305984.0
18062,Animator,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,"SMA, SMU/SMK/STM",Penuh Waktu,"Seni/Media/Komunikasi,Seni / Desain Kreatif",Tunjangan Pendidikan,,1- 50 pekerja,Hiburan/Media,"Produce high-quality animation according to the concept given by the Head of Content Work closely with the Production Team to understand needs, review scripts, design storyboards, and create and edit animations Using creativity and artistic techniques to tell a story or provide information in visual form Minimum QualificationsAt least 3 years of prior experience as a character animator Familiar with animate characters Bachelor’s degree in graphic design, art, or similar discipline Good sense of design, Animate Movement, and composition Creative thinking & innovative Have a strong visualization based on the given brief/requirement Proficient in using illustration software (Illustrator/Photoshop/Procreate/CSP/etc) and animation software (After Effect) Profound understanding in 12 animation principles Strong sense of design and illustration principles: layout, composition, foreshortening, color theory, easing, figure-ground relationship",5520000.0,3,5700000.0,DKI JAKARTA,5396760.0
18064,UI/UX Designer,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak","Asuransi Gigi;Tip;Asuransi kesehatan;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos);Technical Certification, Meal Allowance, Transport Allowance",,1- 50 pekerja,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)","Job Description:About your responsibilities for the RoleAnalyzing and actively discussing project requirements.Produce high-fidelity UI prototypes throughout the entire design process.Create any design materials needed for the product and actively collaborate with the engineering team.Write and manage technical documentation.Requirements:What you need to have (Minimum Qualifications)Experience in end-to-end interface design in software/web technologies.String aesthetic, conceptual, and design communication skills.Highly skilled in visual design including UI, Icon, Illustration, and Prototyping across different platforms.Experience in building and implementing design systems.Proficient with design and prototyping software such as Sketch, XD, Figma, or Framer.Ability to effectively communicate problems and solutions to the different team members.Good cross-team collaboration and communication skills.Willingness to learn and adapt to different technologies.What would make you stand out from the crowd (Preferred Qualifications)Experience in designing SaaS.Experienced in Agile/Scrum development.Able to conduct usability testing.Note: Please provide your portfolio link when you apply",13500000.0,1,5700000.0,DKI JAKARTA,5396760.0
18065,Bancassurance Consultant (Sekayu - Sumatera Selatan),Palembang,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan","Asuransi Gigi;Tip;Asuransi kesehatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)",14 days,1001 - 2000 pekerja,Asuransi,"Jadilah Mitra AIA sebagai Bancassurance Consultant, dan maksimalkan potensi Anda untuk memperoleh penghasilan yang tidak terbatas. The only limitation is you!  AIA adalah salah satu perusahaan asuransi terbesar di Asia dan juga merupakan salah satu perusahaan asuransi terkemuka di Indonesia dalam bidang Bancassurance.  Dengan bergabung menjadi AIA Bancassurance Consultant (BC) berarti Anda akan memperoleh pengalaman bekerja di bidang asuransi sekaligus di bidang perbankan. Selain itu, AIA bermitra dengan institusi-institusi perbankan terbesar dan terdepan di Indonesia sehingga menyediakan Anda sebuah kesempatan untuk mengembangkan network Anda di brand-brand tersebut secara maksimal.  Sebagai BC, Anda akan ditempatkan pada salah satu cabang bank yang berafiliasi dengan AIA, di mana Anda dapat memberikan solusi proteksi dan investasi yang sesuai dengan kebutuhan para nasabah.  Sebagai mitra BC AIA, Anda akan menikmati berbagai keuntungan, termasuk:Sertifikasi dan pelatihan yang komprehensifJenjang karir yang jelasMenghadiri Annual Star Summit yang tersebar di seluruh dunia setiap tahunnyaMendapatkan salah satu skema komisi yang paling menarik di bidang BancassuranceDan tentunya mendapat berbagai promo menarik sebagai hasil kerja sama AIA dengan klub sepak bola Inggris Tottenham Hotspur Tugas & Tanggung Jawab :Melakukan penjualan produk asuransi AIA di BANK partner yang bekerjasama dengan AIA FinancialMenjalin komunikasi & kerjasama yang baik dengan seluruh staff BANKMembuat laporan produktivitas penjualan bulanan secara berkala Persyaratan :Pendidikan S1/D3 (Wajib memiliki pengalaman Sales/Marketing/Front Office/Frontliner minimal 1 tahun)Usia maksimal 30 tahunKemampuan komunikasi dan interpersonal yang baikMemiliki motivasi kerja yang tinggi dan siap dengan tekanan targetMoney OrientedBersedia ditempatkan pada semua cabang Bank Partner area PALEMBANG/SEKAYU/PRABUMULIHKirimkan lamaran lengkap anda",4000000.0,1,5700000.0,SUMATERA SELATAN,3681570.0
18067,Pre-Sales Staff (APSS),Jakarta Barat,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Penjualan / Pemasaran,Telesales/Telemarketing","Asuransi Gigi;Asuransi kesehatan;Parkir;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja);BPJS Kesehatan, BPJS Tenaga Kerja, etc",26 days,Lebih dari 5000 pekerja,Retail/Merchandise,"Deskripsi Pekerjaan:Mempertahankan dan meningkatkan hubungan dengan clientmemperkenalkan product kepada client melalui Cold Calling maupun email blastmendukung kegiatan sales project dalam penawaran proyek dan proses administrasi lainnyamemproses peminjaman sample (mulai dari barang terkirim hingga barang kembali) secara fisik maupun sistemKualifikasi:Pendidikan minimal D3 Management atau Design Interiorpengalaman Minimal 1 tahun sebagai Specifier Produck Furniture atau 3 tahun Pra-Sales dengan produk yang lainnyamampu menggunakan Ms. OfficeCekatan, detail dan memiliki komunikasi yang baikmemiliki kemampuan ""strategic thinking"" yang baikBersedia ditempatkan di Puri Kembangan, Jakarta Barat",4650000.0,1,5700000.0,DKI JAKARTA,5396760.0
18074,General Manager,Sumatera Barat,IDR,Manajer/Asisten Manajer,4 tahun,Sarjana (S1),Penuh Waktu,"Hotel/Restoran,Hotel/Pariwisata",,8 days,,Hotel/Pariwisata,Requirements:Able to speak and write properly in Bahasa IndonesiaAble to speak and write properly in EnglishAble to deal with Indonesian Government System/BereaucracyAble to work on company accountabilityHave a good work ethicHave a good leadership,7500000.0,4,5700000.0,Unknown,5396760.0
18075,PHP Developer,Jakarta Selatan,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,Tidak terspesifikasi,Kontrak,"Komputer/Teknologi Informasi,IT-Perangkat Lunak","Asuransi Gigi;Tip;Asuransi kesehatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)",1 day,1- 50 pekerja,Komputer/Teknik Informatika (Perangkat Lunak),"Job DescriptionWe are seeking a suitable candidate to join our team as a PHP developer to ensure to our WHMCS is functional for our needs and customer needs. we offer a high quality of customer support to our growing wide-ranging business customer base, with a variety of cloud services.Promotion to permanent position is available depending on your performance.Requirements (Important!!!)-English. Read technical documents and communication skill.-Influence other employees with great attitude.-Strong will to learn about IT and work.-Willing to make action and judge alone if needed.-Strong self development skills.-Dedicated team player with solid responsibility.-PHP skills.-NO DRAMA! Focus work professionally.ResponsibilitiesDevelop new and modify existing modules of WHMCS platform (https://www.whmcs.com/) using PHP/MySQL/APITechnical skills3+ years of experience developing and maintaining PHP codeExpertise in front-end technologies (HTML, JavaScript, CSS), PHP frameworks, and MySQL databasesExperince with IonCube Loader, PDO_MYSQL, cURL+SSL Support, GD2, REST, Apache2.x/NGINXDevelopment tool expertise with Git, Linux command line and shell, unit testing, task trackingSoft skillsGood problem-solving skills.Previous experience creating scalable applications.Ability to programmatically read and write a variety of structured and unstructured formats such as JSON, XML or NVPDocument features, technical specifications & infrastructure ResponsibilitiesWork cross-functionally to convert business needs into technical specificationswhmcs.comwhmcs.comWHMCS   Web Hosting Automation Made EasyWHMCS is the leading web hosting management and billing software that automates all aspects of your business from billing, provisioning, domain reselling, support, and more. WHMCS easily integrates with all the leading control panels, payment processors, domain registrars and cloud service providers.Personal CharacteristicsDemonstrates a positive, pro-active solution-orientated personal style to all support requests, particularly when under pressure. You don't get stressed on the telephone and can think on their feet. Enjoys the full depth of both technical details and how the business maintains viability.Is exceptionally well organized - is a natural “lists person” – this role requires structural discipline and the ability to follow up and ensure support matters are resolved.Attitude to help customers get the best from our services and sees their personal success coming from that achievement.You have demonstrated that you will commit to a role, and not quit easily when the job gets tough.Educational ExperienceWe don’t require formal qualifications but look for attitude and aptitude.",7500000.0,3,5700000.0,DKI JAKARTA,5396760.0
18080,Telemarketing,Bekasi,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Kontrak,"Penjualan / Pemasaran,Telesales/Telemarketing","Tip;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)",25 days,1- 50 pekerja,Retail/Merchandise,"Deskripsi pekerjaanMampu berkomunikasi secara sopan dan baik dengan customerMelalukukan follow up pelanggan terkait keinginannya membeli produkMenerima feedback customerDapat menguasai Ms.Office (Ms.Excel, Ms.Word dan Internet)Diutamakan memiliki pengalaman dari industri dan perdagangan KualifikasiMinimal D3Pengalaman kerja minimal 2 tahun pada posisi yang setaraKompetensi yang dibutuhkan : customer service skil dan administrative skills",4250000.0,2,4475561.0,JAWA BARAT,2191232.0
18087,Senior Financial Advisor (Bancassurance) - AREA DEPOK,Lampung,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan","Tip;Asuransi kesehatan;Waktu regular, Senin - Jumat;Formil (contoh: Kemeja + Dasi)",27 days,501 - 1000 pekerja,Perbankan/Pelayanan Keuangan,"KUALIFIKASIPendidikan minimal D3 dari semua jurusanMemiliki teknik komunikasi yang baikTertarik dalam bidang Perbankan dan AsuransiMemiliki pengalaman kerja (minimal 2 tahun pada bidang Sales Asuransi / bancassurance specialist, disertai surat keterangan kerja.Bersedia ditempatkan diseluruh wilayah cabang Bank Mandiri area DEPOKFASILITASNew FA Fundamental TrainingTunjangan selama mengikuti pelatihanInsentif BulananKomisi yang menjanjikan dan tidak terbatasBonus KemitraanTunjangan KesehatanBPJS KetenagakerjaanKepemilikan tablet untuk FA (50%)Management Development Program untuk FA > 1 tahun yang memenuhi syarat perusahaanDESKRIPSI PEKERJAAN Financial Advisor (FA) adalah perencana keuangan nasabah. Financial Advisor memiliki peran penting sebagai ujung tombak perusahaan yang mencakup layanan sales dan service. Sales dimana Financial Advisor bertugas untuk merencanakan, dan memasarkan produk asuransi sesuai dengan kebutuhan nasabah sedangkan Service dimana FA juga berperan dalam pelayanan klaim ataupun komplain asuransi dari nasabah AXA Mandiri. Financial Advisor (FA) nantinya akan ditempatkan di cabang Bank Mandiri.",4500000.0,2,5700000.0,Unknown,5396760.0
18098,EXECUTIVE ASSISTANT,Jakarta Raya,IDR,Manajer/Asisten Manajer,3 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",Penuh Waktu,"Sumber Daya Manusia/Personalia,Sekretaris","Olahraga (contoh: pusat kebugaran);Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja);Lunch provided",24 days,51 - 200 pekerja,Pelayanan Perbaikan & Pemeliharaan,"Duties And ResponsibilitiesProvides administrative support to the BOD and flexibility to assist all personal purposesAnswers telephones, send faxes and composes all types of business correspondence.Maintains the BOD’s calendar and all appointments in the most effective way.Attend, partake and take down minutes of all meetings that the BOD requests and maintains follow up and follow through with the necessary updates.Maintains the office correspondence in proper and sequential order at all times.Prepares presentations and other documentation required for the BOD.Orders and controls office supplies when necessary.Coordinates with all colleagues to ensure an efficient flow of communication to and from the administration office.Assess, analyze, distribute and file the daily flow of information and incoming letters from the post office to and from the office as well as emails.Draft and issue memorandums after approval by the BOD.Perform any other reasonable duties as required by the department from time to time.Ensure consistent compliance with the Standard Operating Procedures (SOP) for administration.Maintain an effective and updated set-up of the BOD’s filing system.Ensure high standards of tidiness within the working area.Ensure that the information and information security equipment assets are secured as effectively as practically possible to ensure the confidentiality, integrity, and availability of the information assets.Job SpecificationMinimum Bachelor DegreeNeat and well-groomedAbility to multitask and prioritise tasksTalent expected to hold a bachelor's degree from any field.Good command in English and Indonesian, conversational Mandarin is preferred, and other language skills is a plus point.Strong business communication skill both in writing and verbal communicationExcellent time management skillsA person with high attention on detail, good arranger, procedural and organizedWell-developed organisational skillsAttention to detailAt least 3-5 year(s) of working experience in the related field is required for this position.Professional discretion",16000000.0,3,5700000.0,DKI JAKARTA,5396760.0
18107,Teknisi Pemasangan Lift,Jakarta Utara,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,"SMA, SMU/SMK/STM, Sarjana (S1)",Kontrak,"Teknik,Teknik Elektro","Bisnis (contoh: Kemeja);Asuransi kesehatan, Jamsostek & BPJS;Senin - Jumat, Saturday required",25 days,1- 50 pekerja,Umum & Grosir,"Persyaratan:Usia 23 - 35 tahun, sehat jasmani & rohaniLulusan S1 Elektro atau sejenisPengalaman di bidang Elevator (Diutamakan)Dapat berbahasa Inggris (minimal pasif)Dapat bekerja sama dalam sebuah timBertanggung jawab dan dapat bekerja di bawah tekananBersedia berpergian keluar kotaTanggung jawab Teknisi:Melakukan Instalasi Lift / ElevatorMelakukan Perbaikan / Maintenance Service ke customerSiap dikirim ke Luar Kota untuk melakukan instalasi maupun service ke customer",5750000.0,1,5700000.0,DKI JAKARTA,5396760.0
18118,CRM Analytics Associate,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database","Asuransi kesehatan;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos);Lunch",25 days,2001 - 5000 pekerja,Pendidikan,"Job Descriptions:Handle daily CRM operations.Experimentation for contact campaign optimization.Perform contact leads segmentation via CRM tools.Liaise with tech and data team for any improvement projects or ticketing requestsCollaborate with different stakeholders to identify the business problems, understand project requirements, define the project use cases and project scope in terms of CRM perspectives.Deliver analysis, insights, reporting, and tools to support the business & commercial team.Build & maintain database and dashboards for tracking business OKR and initiatives.Partner with business and commercial teams to make data-informed decisions.Identify product or business opportunities.Job Requirements:Experienced in data-related fields.Having direct hands-on experience on CRM tools like Hubspot, Salesforce, MoEngage, etc is advantageousCompetent in SQL and strong experience with data visualization and dashboarding tool (e.g. Excel, Google Data Studio, etc.).Good communication skills; able to effectively deliver technical presentations to non-technical stakeholders.Comfortable working independently and collaboratively with minimal guidance.Ability to manage and prioritize daily tasks while being goal-orientedAbility to think critically and strategically.",6000000.0,1,5700000.0,DKI JAKARTA,5396760.0
18119,Barista,Jakarta Utara,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Tidak terspesifikasi,Penuh Waktu,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",Parkir;Jam Bekerja yang Panjang;Kasual (contoh: Kaos),,1- 50 pekerja,Makanan & Minuman/Katering/Restoran,"Kualifikasi:Diprioritaskan orang yang sudah berpengalaman Berpenampilan menarikfull timehari senen liburTidak Ada mesMakan dapat 1xTugas dan Tanggung Jawab:Melayani CustomerBertanggungjawab terhadap pelayanan produk, mulai dari pembuatan hingga penyajianMemastikan kebersihan area kerjaBisa buat Latte art",2400000.0,1,5700000.0,DKI JAKARTA,5396760.0
18129,Associate Marketing,Denpasar,IDR,Supervisor/Koordinator,3 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis","Waktu regular, Senin - Jumat;Smart Casual",,51 - 200 pekerja,Asuransi,Kandidat yang ideal akan memberikan solusi keuangan yang dipersonalisasi untuk membantu klien menuju tujuan keuangan jangka panjang mereka. Anda Akan mendapat Training yang bekelanjutan serta Mentoring & Coaching dari Trainer yang berpengalaman di bidangnya.Kualifikasi :Usia Minimal 25 - 40 TahunPendidikan Minimal D3Pengalaman Kerja Minimal 3 TahunPengalaman Managerial Mempunyai Pengalaman di bidang Sales & Marketing di utamakanBerdomisili di Bali atau mau berdomisili di BaliBenefit :Allowance Start from 6.000.000 / monthCommission & BonusCareer Path​Recognition BonusRewards Trip to Europe,8000000.0,3,5700000.0,BALI,2996560.0
